text,sentiment,timestamp,user,platform,hashtags,retweets,likes,country,year,month,day,hour,tokens,token_count
empowered to make a difference in my community.,Empowerment,2014-09-14 08:30:00,CommunityLeader,Twitter, #Empowerment #Community                        ,15.0,30.0,UK,2014,9,14,8,"['empowered', 'to', 'make', 'a', 'difference', 'in', 'my', 'community']",8
compassion in action: supporting a local charity event.,Compassion,2015-07-18 14:20:00,CharitySupporter,Instagram, #Compassion #CharityEvent                   ,18.0,35.0,Canada,2015,7,18,14,"['compassion', 'in', 'action', 'supporting', 'a', 'local', 'charity', 'event']",8
"a moment of tenderness, connecting with loved ones.",Tenderness,2016-02-23 19:45:00,LovingHeart,Facebook, #Tenderness #FamilyTime                       ,25.0,50.0,UK,2016,2,23,19,"['a', 'moment', 'of', 'tenderness', 'connecting', 'with', 'loved', 'ones']",8
arousal of excitement as i await a special announcement.,Arousal,2017-10-30 11:30:00,ExcitementFan,Twitter, #Arousal #Excitement                           ,20.0,40.0,Australia,2017,10,30,11,"['arousal', 'of', 'excitement', 'as', 'i', 'await', 'a', 'special', 'announcement']",9
enthusiastically diving into a new project.,Enthusiasm,2018-06-15 16:00:00,ProjectEnthusiast,Instagram, #Enthusiasm #NewProject                       ,15.0,30.0,USA,2018,6,15,16,"['enthusiastically', 'diving', 'into', 'a', 'new', 'project']",6
feeling a sense of fulfillment after reaching a milestone.,Fulfillment,2019-03-28 18:20:00,MilestoneAchiever,Facebook, #Fulfillment #Milestone                       ,22.0,45.0,India,2019,3,28,18,"['feeling', 'a', 'sense', 'of', 'fulfillment', 'after', 'reaching', 'a', 'milestone']",9
reverence for the beauty of a historic landmark.,Reverence,2019-11-11 15:00:00,HistoryLover,Twitter, #Reverence #History                           ,18.0,35.0,UK,2019,11,11,15,"['reverence', 'for', 'the', 'beauty', 'of', 'a', 'historic', 'landmark']",8
elation after a surprise reunion with old friends.,Elation,2020-04-02 09:30:00,JoyfulReunion2,Instagram, #Elation #OldFriends                          ,25.0,50.0,Canada,2020,4,2,9,"['elation', 'after', 'a', 'surprise', 'reunion', 'with', 'old', 'friends']",8
the euphoria of a live music concert under the stars.,Euphoria,2021-06-19 14:45:00,MusicEnthusiast,Facebook, #Euphoria #LiveMusic                          ,15.0,30.0,USA,2021,6,19,14,"['the', 'euphoria', 'of', 'a', 'live', 'music', 'concert', 'under', 'the', 'stars']",10
contentment in the simplicity of a quiet sunday.,Contentment,2010-08-15 10:00:00,SimpleJoys,Twitter, #Contentment #SundayMood                      ,30.0,60.0,Australia,2010,8,15,10,"['contentment', 'in', 'the', 'simplicity', 'of', 'a', 'quiet', 'sunday']",8
serenity found in the pages of a favorite book.,Serenity,2011-09-22 19:30:00,BookLover3,Instagram, #Serenity #BookTime                           ,22.0,45.0,UK,2011,9,22,19,"['serenity', 'found', 'in', 'the', 'pages', 'of', 'a', 'favorite', 'book']",9
gratitude for the support received during tough times.,Gratitude,2012-03-10 08:30:00,SupportiveFriend,Facebook, #Gratitude #Supportive                        ,15.0,30.0,India,2012,3,10,8,"['gratitude', 'for', 'the', 'support', 'received', 'during', 'tough', 'times']",8
hopeful about the possibilities of a new journey.,Hope,2013-12-05 16:00:00,JourneyOptimist,Twitter, #Hope #NewBeginnings                          ,18.0,35.0,Canada,2013,12,5,16,"['hopeful', 'about', 'the', 'possibilities', 'of', 'a', 'new', 'journey']",8
empowerment through learning and personal growth.,Empowerment,2014-07-20 11:30:00,GrowthSeeker,Instagram, #Empowerment #PersonalGrowth                  ,25.0,50.0,USA,2014,7,20,11,"['empowerment', 'through', 'learning', 'and', 'personal', 'growth']",6
compassion towards those in need during the holidays.,Compassion,2015-12-22 14:20:00,HolidayHelper,Facebook, #Compassion #HolidaySupport                   ,18.0,35.0,USA,2015,12,22,14,"['compassion', 'towards', 'those', 'in', 'need', 'during', 'the', 'holidays']",8
tenderness in the warmth of a cozy winter evening.,Tenderness,2016-02-10 19:45:00,WinterWarmth,Twitter, #Tenderness #CozyEvening                     ,25.0,50.0,UK,2016,2,10,19,"['tenderness', 'in', 'the', 'warmth', 'of', 'a', 'cozy', 'winter', 'evening']",9
arousal of excitement for an upcoming adventure.,Arousal,2017-04-30 11:30:00,AdventureAwaits,Instagram, #Arousal #AdventureTime                       ,20.0,40.0,Australia,2017,4,30,11,"['arousal', 'of', 'excitement', 'for', 'an', 'upcoming', 'adventure']",7
enthusiasm for a creative project in the making.,Enthusiasm,2018-09-15 16:00:00,CreativeSpirit,Facebook, #Enthusiasm #Creativity                       ,15.0,30.0,Canada,2018,9,15,16,"['enthusiasm', 'for', 'a', 'creative', 'project', 'in', 'the', 'making']",8
fulfillment in completing a challenging workout routine.,Fulfillment,2019-06-28 18:20:00,FitnessAchiever,Twitter, #Fulfillment #FitnessGoals                   ,22.0,45.0,India,2019,6,28,18,"['fulfillment', 'in', 'completing', 'a', 'challenging', 'workout', 'routine']",7
reverence for the artistry displayed in a museum.,Reverence,2020-11-11 15:00:00,ArtAppreciator,Instagram, #Reverence #ArtAppreciation                  ,18.0,35.0,UK,2020,11,11,15,"['reverence', 'for', 'the', 'artistry', 'displayed', 'in', 'a', 'museum']",8
elation after achieving a personal goal.,Elation,2021-03-02 09:30:00,GoalAchiever2,Facebook, #Elation #PersonalAchievement                ,25.0,50.0,USA,2021,3,2,9,"['elation', 'after', 'achieving', 'a', 'personal', 'goal']",6
elation over discovering a hidden gem in the city.,Elation,2012-02-18 14:30:00,UrbanExplorer2,Twitter, #Elation #HiddenGem                            ,20.0,40.0,USA,2012,2,18,14,"['elation', 'over', 'discovering', 'a', 'hidden', 'gem', 'in', 'the', 'city']",9
the euphoria of a surprise birthday celebration.,Euphoria,2018-11-05 21:45:00,BirthdayJoy,Instagram, #Euphoria #BirthdaySurprise                   ,15.0,30.0,UK,2018,11,5,21,"['the', 'euphoria', 'of', 'a', 'surprise', 'birthday', 'celebration']",7
contentment in the simplicity of a home-cooked meal.,Contentment,2015-09-12 13:20:00,HomeChef,Facebook, #Contentment #HomeCooking                     ,25.0,50.0,India,2015,9,12,13,"['contentment', 'in', 'the', 'simplicity', 'of', 'a', 'homecooked', 'meal']",8
serenity found in the melody of a peaceful piano.,Serenity,2016-07-30 18:10:00,MusicLover4,Twitter, #Serenity #PeacefulMelody                    ,18.0,35.0,Canada,2016,7,30,18,"['serenity', 'found', 'in', 'the', 'melody', 'of', 'a', 'peaceful', 'piano']",9
gratitude for the supportive community around me.,Gratitude,2013-04-20 10:30:00,CommunityLove,Instagram, #Gratitude #CommunitySupport                   ,30.0,60.0,USA,2013,4,20,10,"['gratitude', 'for', 'the', 'supportive', 'community', 'around', 'me']",7
hopeful about the prospects of a new business venture.,Hope,2017-12-08 19:15:00,EntrepreneurHope,Facebook, #Hope #BusinessVenture                        ,22.0,45.0,Canada,2017,12,8,19,"['hopeful', 'about', 'the', 'prospects', 'of', 'a', 'new', 'business', 'venture']",9
empowerment through mentoring and guiding others.,Empowerment,2014-06-03 08:20:00,MentorEmpower,Twitter, #Empowerment #Mentorship                      ,15.0,30.0,UK,2014,6,3,8,"['empowerment', 'through', 'mentoring', 'and', 'guiding', 'others']",6
compassion shown through acts of kindness in the community.,Compassion,2019-01-15 14:50:00,KindnessInAction,Instagram, #Compassion #CommunityKindness               ,18.0,35.0,Australia,2019,1,15,14,"['compassion', 'shown', 'through', 'acts', 'of', 'kindness', 'in', 'the', 'community']",9
tenderness in a heartfelt message to a loved one.,Tenderness,2016-12-25 19:30:00,LoveExpress,Facebook, #Tenderness #LoveNote                         ,25.0,50.0,UK,2016,12,25,19,"['tenderness', 'in', 'a', 'heartfelt', 'message', 'to', 'a', 'loved', 'one']",9
arousal of excitement before a much-awaited trip.,Arousal,2018-03-10 09:45:00,TravelExcitement,Twitter, #Arousal #TravelAdventure                     ,20.0,40.0,India,2018,3,10,9,"['arousal', 'of', 'excitement', 'before', 'a', 'muchawaited', 'trip']",7
enthusiasm for a new artistic project in the works.,Enthusiasm,2020-09-17 16:30:00,ArtisticSpirit,Instagram, #Enthusiasm #ArtisticProject                 ,15.0,30.0,USA,2020,9,17,16,"['enthusiasm', 'for', 'a', 'new', 'artistic', 'project', 'in', 'the', 'works']",9
feeling a sense of fulfillment after helping others.,Fulfillment,2011-08-28 18:45:00,HelperHeart,Facebook, #Fulfillment #HelpingOthers                  ,22.0,45.0,Canada,2011,8,28,18,"['feeling', 'a', 'sense', 'of', 'fulfillment', 'after', 'helping', 'others']",8
reverence for the historical significance of a landmark.,Reverence,2017-11-01 15:30:00,HistoryBuff,Twitter, #Reverence #HistoricalSite                   ,18.0,35.0,Australia,2017,11,1,15,"['reverence', 'for', 'the', 'historical', 'significance', 'of', 'a', 'landmark']",8
elation after achieving a fitness milestone.,Elation,2019-06-15 10:00:00,FitnessAchiever2,Instagram, #Elation #FitnessMilestone                   ,25.0,50.0,UK,2019,6,15,10,"['elation', 'after', 'achieving', 'a', 'fitness', 'milestone']",6
the euphoria of a successful product launch.,Euphoria,2022-04-03 11:45:00,ProductLaunchJoy,Facebook, #Euphoria #ProductLaunchSuccess              ,15.0,30.0,USA,2022,4,3,11,"['the', 'euphoria', 'of', 'a', 'successful', 'product', 'launch']",7
contentment in the embrace of a loved one.,Contentment,2010-11-12 20:20:00,LovingEmbrace,Twitter, #Contentment #Love                             ,30.0,60.0,India,2010,11,12,20,"['contentment', 'in', 'the', 'embrace', 'of', 'a', 'loved', 'one']",8
serenity found in the beauty of a sunset by the sea.,Serenity,2011-07-22 18:30:00,SunsetWatcher2,Instagram, #Serenity #SunsetViews                       ,22.0,45.0,Canada,2011,7,22,18,"['serenity', 'found', 'in', 'the', 'beauty', 'of', 'a', 'sunset', 'by', 'the', 'sea']",11
gratitude for the small joys that each day brings.,Gratitude,2012-03-30 11:20:00,JoyfulHeart2,Facebook, #Gratitude #SmallJoys                        ,15.0,30.0,Australia,2012,3,30,11,"['gratitude', 'for', 'the', 'small', 'joys', 'that', 'each', 'day', 'brings']",9
hopeful about the potential for personal growth.,Hope,2013-10-05 16:40:00,GrowthOptimist,Twitter, #Hope #PersonalDevelopment                    ,18.0,35.0,UK,2013,10,5,16,"['hopeful', 'about', 'the', 'potential', 'for', 'personal', 'growth']",7
empowerment through learning a new skill.,Empowerment,2014-07-10 13:15:00,SkillEmpower,Instagram, #Empowerment #SkillBuilding                   ,25.0,50.0,India,2014,7,10,13,"['empowerment', 'through', 'learning', 'a', 'new', 'skill']",6
compassion in volunteering for a local charity.,Compassion,2015-12-18 14:20:00,CharityVolunteer,Facebook, #Compassion #VolunteerWork                   ,18.0,35.0,USA,2015,12,18,14,"['compassion', 'in', 'volunteering', 'for', 'a', 'local', 'charity']",7
tenderness in a quiet moment shared with a pet.,Tenderness,2016-02-10 19:45:00,PetLove,Twitter, #Tenderness #PetLove                          ,25.0,50.0,Canada,2016,2,10,19,"['tenderness', 'in', 'a', 'quiet', 'moment', 'shared', 'with', 'a', 'pet']",9
arousal of excitement for an upcoming festival.,Arousal,2017-09-25 11:30:00,FestivalFan,Instagram, #Arousal #FestivalExcitement               ,20.0,40.0,UK,2017,9,25,11,"['arousal', 'of', 'excitement', 'for', 'an', 'upcoming', 'festival']",7
enthusiasm for a diy home improvement project.,Enthusiasm,2018-04-15 16:00:00,DIYEnthusiast,Facebook, #Enthusiasm #HomeImprovement                 ,15.0,30.0,Australia,2018,4,15,16,"['enthusiasm', 'for', 'a', 'diy', 'home', 'improvement', 'project']",7
fulfillment in completing a challenging puzzle.,Fulfillment,2019-11-28 18:20:00,PuzzleMaster,Twitter, #Fulfillment #PuzzleChallenge                ,22.0,45.0,India,2019,11,28,18,"['fulfillment', 'in', 'completing', 'a', 'challenging', 'puzzle']",6
reverence for the wonders of nature on a hiking trail.,Reverence,2020-05-11 15:00:00,NatureAdmirer,Instagram, #Reverence #NatureExploration                ,18.0,35.0,USA,2020,5,11,15,"['reverence', 'for', 'the', 'wonders', 'of', 'nature', 'on', 'a', 'hiking', 'trail']",10
elation after a surprise reunion with a childhood friend.,Elation,2021-02-05 09:30:00,ChildhoodJoy,Facebook, #Elation #FriendshipReunion                  ,25.0,50.0,Canada,2021,2,5,9,"['elation', 'after', 'a', 'surprise', 'reunion', 'with', 'a', 'childhood', 'friend']",9
suffering from despair after another setback.,Despair,2021-03-10 08:30:00,StrugglingSoul,Twitter, #Despair #Struggle                              ,5.0,10.0,USA,2021,3,10,8,"['suffering', 'from', 'despair', 'after', 'another', 'setback']",6
"overwhelmed by grief, missing a loved one dearly.",Grief,2022-07-05 15:45:00,MourningHeart,Instagram, #Grief #Loss                                   ,8.0,15.0,Canada,2022,7,5,15,"['overwhelmed', 'by', 'grief', 'missing', 'a', 'loved', 'one', 'dearly']",8
loneliness creeps in as the night grows colder.,Loneliness,2019-11-18 21:20:00,SolitarySoul,Facebook, #Loneliness #Isolation                         ,10.0,20.0,UK,2019,11,18,21,"['loneliness', 'creeps', 'in', 'as', 'the', 'night', 'grows', 'colder']",8
jealousy consumes me as i witness others' success.,Jealousy,2020-08-12 11:30:00,EnviousObserver,Twitter, #Jealousy #Envy                               ,12.0,25.0,India,2020,8,12,11,"['jealousy', 'consumes', 'me', 'as', 'i', 'witness', 'others', 'success']",8
resentment building up over past betrayals.,Resentment,2018-05-22 14:45:00,BitterHeart,Instagram, #Resentment #Bitterness                       ,7.0,15.0,Australia,2018,5,22,14,"['resentment', 'building', 'up', 'over', 'past', 'betrayals']",6
frustration mounts as obstacles block my path.,Frustration,2017-01-30 16:10:00,BlockedGoals,Facebook, #Frustration #Obstacles                       ,10.0,20.0,USA,2017,1,30,16,"['frustration', 'mounts', 'as', 'obstacles', 'block', 'my', 'path']",7
"boredom sets in, the day feels endlessly dull.",Boredom,2016-09-28 19:45:00,BoredMind,Twitter, #Boredom #LackOfInterest                     ,8.0,15.0,Canada,2016,9,28,19,"['boredom', 'sets', 'in', 'the', 'day', 'feels', 'endlessly', 'dull']",8
"anxiety grips my heart, worry clouds my thoughts.",Anxiety,2019-04-15 09:00:00,WorriedMind,Instagram, #Anxiety #Worry                               ,12.0,25.0,UK,2019,4,15,9,"['anxiety', 'grips', 'my', 'heart', 'worry', 'clouds', 'my', 'thoughts']",8
intimidation by the unknown future ahead.,Intimidation,2021-12-03 18:30:00,FearfulSoul,Facebook, #Intimidation #Fear                           ,15.0,30.0,India,2021,12,3,18,"['intimidation', 'by', 'the', 'unknown', 'future', 'ahead']",6
helplessness sinks in as challenges pile up.,Helplessness,2020-06-20 14:20:00,OverwhelmedHeart,Twitter, #Helplessness #Overwhelmed                    ,8.0,15.0,Australia,2020,6,20,14,"['helplessness', 'sinks', 'in', 'as', 'challenges', 'pile', 'up']",7
envy eats away at me as i see others' prosperity.,Envy,2018-11-07 11:30:00,CovetousMind,Instagram, #Envy #Desire                                ,10.0,20.0,Canada,2018,11,7,11,"['envy', 'eats', 'away', 'at', 'me', 'as', 'i', 'see', 'others', 'prosperity']",10
regret over missed opportunities haunts my thoughts.,Regret,2017-08-25 16:00:00,RemorsefulSoul,Facebook, #Regret #MissedChances                       ,12.0,25.0,UK,2017,8,25,16,"['regret', 'over', 'missed', 'opportunities', 'haunts', 'my', 'thoughts']",7
disgust at the sight of injustice and cruelty.,Disgust,2019-02-11 09:45:00,DisgustedHeart,Twitter, #Disgust #Injustice                          ,7.0,15.0,India,2019,2,11,9,"['disgust', 'at', 'the', 'sight', 'of', 'injustice', 'and', 'cruelty']",8
"drowning in despair, hope slipping through my fingers.",Despair,2016-04-02 20:20:00,HopelessHeart,Instagram, #Despair #Hopeless                           ,10.0,20.0,USA,2016,4,2,20,"['drowning', 'in', 'despair', 'hope', 'slipping', 'through', 'my', 'fingers']",8
"grief weighs heavy, tears a constant companion.",Grief,2015-10-18 15:30:00,TearfulSoul,Facebook, #Grief #Tears                                ,12.0,25.0,Canada,2015,10,18,15,"['grief', 'weighs', 'heavy', 'tears', 'a', 'constant', 'companion']",7
"loneliness in a crowded room, a silent cry for connection.",Loneliness,2019-07-12 18:10:00,IsolatedMind,Twitter, #Loneliness #SeekingConnection              ,15.0,30.0,UK,2019,7,12,18,"['loneliness', 'in', 'a', 'crowded', 'room', 'a', 'silent', 'cry', 'for', 'connection']",10
"jealousy gnaws at my confidence, a toxic emotion.",Jealousy,2018-06-03 16:30:00,SelfDoubt,Instagram, #Jealousy #Insecurity                       ,8.0,15.0,India,2018,6,3,16,"['jealousy', 'gnaws', 'at', 'my', 'confidence', 'a', 'toxic', 'emotion']",8
"resentment festers, poisoning relationships.",Resentment,2022-01-15 12:00:00,BrokenTrust,Facebook, #Resentment #BrokenTrust                     ,10.0,20.0,Australia,2022,1,15,12,"['resentment', 'festers', 'poisoning', 'relationships']",4
